,Australia daily,Australia_whole,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,China daily,China_whole,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,Denmark daily,Denmark_whole,Denmark,Denmark,Denmark,Indonesia daily,Indonesia,Ireland daily,Ireland,Japan daily,Japan,Portugal daily,Portugal,Singapore daily,Singapore,Spain daily,Spain,Turkey daily,Turkey,US daily,US,United Arab Emirates daily,United Arab Emirates,UK daily,UK_whole,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Uruguay daily,Uruguay
5/19/20,1,100,3,47,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,551,0,0,551,30,1221,14,1561,9,805,16,1247,0,22,69,27778,28,4199,1452,95582,3,227,501,34547,0,9,1,1,44,0,0,24,1,0,1,34466,0,20
5/20/20,0,100,3,47,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,554,0,0,554,21,1242,10,1571,13,818,16,1263,0,22,110,27888,23,4222,1499,97081,6,233,329,34876,0,9,1,1,45,0,0,24,1,0,1,34794,0,20
5/21/20,1,101,3,48,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,7,561,0,0,561,36,1278,12,1583,8,826,14,1277,1,23,52,27940,27,4249,1187,98268,4,237,273,35149,0,9,1,1,45,0,0,24,1,0,1,35067,0,20
5/22/20,0,101,3,48,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,561,0,0,561,48,1326,9,1592,10,836,12,1289,0,23,688,28628,27,4276,1225,99493,4,241,291,35440,0,9,1,1,45,0,0,24,1,0,1,35358,0,20
5/23/20,1,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,561,0,0,561,25,1351,12,1604,9,845,13,1302,0,23,50,28678,32,4308,1080,100573,3,244,220,35660,0,9,1,1,45,0,0,24,1,0,1,35578,2,22
5/24/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,562,0,0,562,21,1372,4,1608,7,852,14,1316,0,23,74,28752,32,4340,640,101213,1,245,379,36039,0,9,1,1,45,0,0,24,1,0,1,35957,0,22
5/25/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,563,0,0,563,19,1391,-2,1606,5,857,14,1330,0,23,-1918,26834,29,4369,598,101811,3,248,104,36143,0,9,1,1,45,0,0,24,1,0,1,36061,0,22
5/26/20,1,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,563,0,0,563,27,1418,9,1615,6,863,12,1342,0,23,283,27117,28,4397,678,102489,5,253,131,36274,0,9,1,1,45,0,0,24,1,0,1,36192,0,22
5/27/20,0,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,565,0,0,565,55,1473,16,1631,7,870,14,1356,0,23,0,27117,34,4431,1453,103942,2,255,422,36696,0,9,1,1,45,0,0,24,1,0,1,36614,0,22
5/28/20,0,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,568,0,0,568,23,1496,8,1639,11,881,13,1369,0,23,2,27119,30,4461,1093,105035,3,258,343,37039,0,9,1,1,45,0,0,24,1,0,1,36957,0,22
5/29/20,0,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,568,0,0,568,24,1520,6,1645,6,887,14,1383,0,23,2,27121,28,4489,1126,106161,2,260,274,37313,0,9,1,1,45,0,0,24,1,0,1,37231,0,22
5/30/20,0,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,571,0,0,571,53,1573,6,1651,7,894,13,1396,0,23,4,27125,26,4515,954,107115,2,262,154,37467,0,9,1,1,45,0,0,24,1,0,1,37385,0,22
5/31/20,0,103,3,48,0,7,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,574,0,0,574,40,1613,1,1652,4,898,14,1410,0,23,2,27127,25,4540,618,107733,2,264,60,37527,0,9,1,1,45,0,0,24,1,0,1,37445,0,22
6/1/20,-1,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,576,0,0,576,28,1641,-2,1650,1,899,14,1424,1,24,0,27127,23,4563,768,108501,2,266,86,37613,0,9,1,1,45,0,0,24,1,0,1,37531,1,23
6/2/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,580,0,0,580,22,1663,8,1658,3,902,12,1436,0,24,0,27127,22,4585,981,109482,3,269,250,37863,0,9,1,1,46,0,0,24,1,0,1,37780,0,23
6/3/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,580,0,0,580,35,1698,1,1659,3,905,11,1447,0,24,1,27128,24,4609,1007,110489,1,270,254,38117,0,9,1,1,46,0,0,24,1,0,1,38034,0,23
6/4/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,582,0,0,582,23,1721,5,1664,6,911,8,1455,0,24,5,27133,21,4630,998,111487,3,273,130,38247,0,9,1,1,46,0,0,24,1,0,1,38164,0,23
6/5/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,586,0,0,586,49,1770,6,1670,5,916,10,1465,0,24,1,27134,18,4648,889,112376,1,274,258,38505,0,9,1,1,46,0,0,24,1,0,1,38422,0,23
6/6/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,587,0,0,587,31,1801,8,1678,-1,915,9,1474,1,25,1,27135,21,4669,642,113018,1,275,143,38648,0,9,1,1,46,0,0,24,1,0,1,38565,0,23
6/7/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,589,0,0,589,50,1851,1,1679,2,917,5,1479,0,25,1,27136,23,4692,460,113478,1,276,54,38702,0,9,1,1,46,0,0,24,1,0,1,38619,0,23
6/8/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,593,0,0,593,32,1883,4,1683,3,920,6,1485,0,25,0,27136,19,4711,508,113986,5,281,47,38749,0,9,1,1,46,0,0,24,1,0,1,38666,0,23
6/9/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,593,0,0,593,40,1923,8,1691,0,920,7,1492,0,25,0,27136,18,4729,908,114894,2,283,197,38946,0,9,1,1,48,0,0,24,1,0,1,38861,0,23
6/10/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,593,0,0,593,36,1959,4,1695,2,922,5,1497,0,25,0,27136,17,4746,877,115771,1,284,164,39110,0,9,1,1,48,0,0,24,1,0,1,39025,0,23
6/11/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,593,0,0,593,41,2000,8,1703,0,922,7,1504,0,25,0,27136,17,4763,826,116597,2,286,76,39186,0,9,1,1,48,0,0,24,1,0,1,39101,0,23
6/12/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,594,0,0,594,48,2048,2,1705,2,924,1,1505,0,25,0,27136,15,4778,827,117424,1,287,131,39317,0,9,1,1,48,0,0,24,1,0,1,39232,0,23
6/13/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,597,0,0,597,43,2091,0,1705,3,927,7,1512,1,26,0,27136,14,4792,739,118163,1,288,107,39424,0,9,1,1,48,0,0,24,1,0,1,39339,0,23
6/14/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,597,0,0,597,43,2134,1,1706,0,927,5,1517,0,26,0,27136,15,4807,344,118507,1,289,27,39451,0,9,1,1,48,0,0,24,1,0,1,39366,0,23
6/15/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,598,0,0,598,64,2198,0,1706,2,929,3,1520,0,26,0,27136,18,4825,398,118905,2,291,29,39480,0,9,1,1,48,0,0,24,1,0,1,39395,0,23
6/16/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,598,0,0,598,33,2231,3,1709,5,934,2,1522,0,26,0,27136,17,4842,810,119715,2,293,120,39600,0,9,1,1,48,0,0,24,1,0,1,39515,1,24
6/17/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,598,0,0,598,45,2276,1,1710,1,935,1,1523,0,26,0,27136,19,4861,739,120454,2,295,110,39710,0,9,1,1,48,0,0,24,1,0,1,39625,0,24
6/18/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,600,0,0,600,63,2339,4,1714,0,935,1,1524,0,26,0,27136,21,4882,691,121145,3,298,67,39777,0,9,1,1,48,0,0,24,1,0,1,39692,0,24
6/19/20,0,102,3,48,0,6,4,13,19,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,600,0,0,600,34,2373,0,1714,16,951,3,1527,0,26,1179,28315,23,4905,629,121774,2,300,84,39861,0,9,1,1,48,0,0,24,1,0,1,39776,0,24
6/20/20,0,102,3,48,0,6,4,13,19,9,1,4639,6,9,6,1,2,8,2,2,6,6,13,22,5,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,600,0,0,600,56,2429,1,1715,4,955,1,1528,0,26,7,28322,22,4927,556,122330,1,301,71,39932,0,9,1,1,48,0,0,24,1,0,1,39847,1,25
6/21/20,0,102,3,48,0,6,4,13,19,9,0,4639,6,9,6,1,2,8,2,2,6,6,13,22,5,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,600,0,0,600,36,2465,0,1715,0,955,2,1530,0,26,1,28323,23,4950,320,122650,1,302,31,39963,0,9,1,1,48,0,0,24,1,0,1,39878,0,25
6/22/20,0,102,3,48,0,6,4,13,19,9,0,4639,6,9,6,1,2,8,2,2,6,6,13,22,5,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,602,0,0,602,35,2500,2,1717,0,955,4,1534,0,26,1,28324,24,4974,406,123056,1,303,13,39976,0,9,1,1,47,0,0,24,1,0,1,39892,0,25
6/23/20,1,103,3,48,0,6,4,13,20,9,1,4640,6,9,6,1,2,8,2,2,6,6,13,22,6,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,603,0,0,603,35,2535,3,1720,10,965,6,1540,0,26,1,28325,27,5001,748,123804,2,305,94,40070,0,9,1,1,47,0,0,24,1,0,1,39986,0,25
6/24/20,1,104,3,49,0,6,4,13,20,9,0,4640,6,9,6,1,2,8,2,2,6,6,13,22,6,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,603,0,0,603,38,2573,6,1726,2,967,3,1543,0,26,2,28327,24,5025,737,124541,2,307,87,40157,0,9,1,1,47,0,0,24,1,0,1,40073,1,26
6/25/20,0,104,3,49,0,6,4,13,20,9,1,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,603,0,0,603,47,2620,1,1727,4,971,6,1549,0,26,3,28330,21,5046,538,125079,1,308,99,40256,0,9,1,1,47,0,0,24,1,0,1,40172,0,26
6/26/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,604,0,0,604,63,2683,3,1730,0,971,6,1555,0,26,8,28338,19,5065,628,125707,2,310,77,40333,0,9,1,1,47,0,0,24,1,0,1,40249,0,26
6/27/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,604,0,0,604,37,2720,4,1734,0,971,6,1561,0,26,3,28341,17,5082,507,126214,1,311,40,40373,0,9,1,1,47,0,0,24,1,0,1,40289,0,26
6/28/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,604,0,0,604,34,2754,1,1735,1,972,3,1564,0,26,2,28343,15,5097,316,126530,2,313,31,40404,0,9,1,1,47,0,0,24,1,0,1,40320,1,27
6/29/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,605,0,0,605,51,2805,0,1735,0,972,4,1568,0,26,3,28346,18,5115,386,126916,1,314,21,40425,0,9,1,1,47,0,0,24,1,0,1,40341,0,27
6/30/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,605,0,0,605,71,2876,1,1736,0,972,8,1576,0,26,9,28355,16,5131,555,127471,1,315,54,40479,0,9,1,1,47,0,0,24,1,0,2,40394,0,27
7/1/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,606,0,0,606,58,2934,2,1738,4,976,3,1579,0,26,9,28364,19,5150,700,128171,1,316,97,40576,0,9,1,1,47,0,0,24,1,0,2,40491,1,28
7/2/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,606,0,0,606,53,2987,0,1738,1,977,8,1587,0,26,4,28368,17,5167,710,128881,1,317,41,40617,0,9,1,1,47,0,0,24,1,0,2,40532,0,28
7/3/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,606,0,0,606,49,3036,2,1740,0,977,11,1598,0,26,17,28385,19,5186,670,129551,1,318,49,40666,0,9,1,1,47,0,0,24,1,0,2,40581,0,28
7/4/20,0,104,3,49,0,6,4,13,20,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,606,0,0,606,53,3089,1,1741,0,977,7,1605,0,26,0,28385,20,5206,315,129866,3,321,32,40698,0,9,1,1,47,0,0,24,1,0,2,40613,0,28
7/5/20,2,106,3,49,0,6,4,13,22,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,606,0,0,606,82,3171,0,1741,0,977,9,1614,0,26,0,28385,19,5225,326,130192,2,323,19,40717,0,9,1,1,47,0,0,24,1,0,2,40632,0,28
7/6/20,0,106,3,49,0,6,4,13,22,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,607,0,0,607,70,3241,0,1741,1,978,6,1620,0,26,3,28388,16,5241,377,130569,1,324,11,40728,0,9,1,1,47,0,0,24,1,0,2,40643,1,29
7/7/20,0,106,3,49,0,6,4,13,22,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,2,609,0,0,609,68,3309,1,1742,3,981,9,1629,0,26,4,28392,19,5260,1159,131728,2,326,54,40782,0,9,1,1,47,0,0,24,1,0,2,40697,0,29
7/8/20,0,106,3,49,0,6,4,13,22,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,609,0,0,609,50,3359,-4,1738,1,982,2,1631,0,26,4,28396,22,5282,822,132550,1,327,57,40839,0,9,1,1,47,0,0,24,1,0,2,40754,0,29
7/9/20,0,106,3,49,0,6,4,13,22,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,609,0,0,609,58,3417,5,1743,0,982,13,1644,0,26,5,28401,18,5300,1019,133569,1,328,31,40870,0,9,1,1,47,0,0,24,1,0,2,40785,0,29
7/10/20,1,107,3,49,0,6,4,13,23,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,609,0,0,609,52,3469,1,1744,0,982,2,1646,0,26,2,28403,23,5323,814,134383,2,330,34,40904,0,9,1,1,47,0,0,24,1,0,2,40819,0,29
7/11/20,1,108,3,49,0,6,4,13,24,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,609,0,0,609,66,3535,2,1746,0,982,8,1654,0,26,0,28403,21,5344,729,135112,1,331,17,40921,0,9,1,1,47,0,0,24,1,0,2,40836,1,30
7/12/20,0,108,3,49,0,6,4,13,24,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,609,0,0,609,71,3606,0,1746,1,983,6,1660,0,26,0,28403,19,5363,472,135584,2,333,9,40930,0,9,1,1,47,0,0,24,1,0,2,40845,1,31
7/13/20,0,108,3,49,0,6,4,13,24,9,0,4641,6,9,6,1,2,8,2,2,6,6,13,22,7,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,610,0,0,610,50,3656,0,1746,1,984,2,1662,0,26,3,28406,19,5382,447,136031,1,334,10,40940,0,9,1,1,47,0,0,24,1,0,2,40855,0,31
7/14/20,3,111,3,49,0,6,4,13,27,9,1,4642,6,9,6,1,2,8,2,2,6,6,13,22,8,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,610,0,0,610,54,3710,0,1746,0,984,6,1668,1,27,3,28409,20,5402,915,136946,1,335,44,40984,0,9,1,1,47,0,0,24,1,0,2,40899,0,31
7/15/20,2,113,3,49,0,6,4,13,29,9,2,4644,6,9,6,1,2,8,2,2,6,6,13,22,10,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,610,0,0,610,87,3797,2,1748,0,984,8,1676,0,27,4,28413,17,5419,981,137927,0,335,26,41010,0,9,1,1,47,0,0,24,1,0,2,40925,0,31
7/16/20,3,116,3,49,0,6,4,13,32,9,0,4644,6,9,6,1,2,8,2,2,6,6,13,22,10,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,610,0,0,610,76,3873,1,1749,1,985,3,1679,0,27,3,28416,21,5440,952,138879,0,335,24,41034,0,9,1,1,47,0,0,24,1,0,2,40949,1,32
7/17/20,2,118,3,49,0,6,4,13,34,9,1,4645,6,9,6,1,2,8,2,2,6,6,13,22,11,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,611,0,0,611,84,3957,3,1752,0,985,3,1682,0,27,4,28420,18,5458,924,139803,2,337,26,41060,0,9,1,1,47,0,0,24,1,0,2,40975,0,32
7/18/20,4,122,3,49,0,6,4,13,38,9,1,4646,6,9,6,1,2,8,2,2,6,6,13,22,12,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,611,0,0,611,59,4016,1,1753,1,986,2,1684,0,27,0,28420,17,5475,857,140660,1,338,9,41069,0,9,1,1,47,0,0,24,1,0,2,40984,1,33
7/19/20,1,123,3,49,0,6,4,13,39,9,0,4646,6,9,6,1,2,8,2,2,6,6,13,22,12,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,611,0,0,611,127,4143,0,1753,0,986,5,1689,0,27,0,28420,16,5491,485,141145,1,339,11,41080,0,9,1,1,47,0,0,24,1,0,2,40995,0,33
7/20/20,3,126,3,49,0,6,4,13,42,9,0,4646,6,9,6,1,2,8,2,2,6,6,13,22,12,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,611,0,0,611,96,4239,0,1753,2,988,2,1691,0,27,2,28422,17,5508,562,141707,1,340,10,41090,0,9,1,1,47,0,0,24,1,0,2,41005,0,33
7/21/20,2,128,3,49,0,6,4,13,44,9,2,4648,6,9,6,1,2,8,2,2,6,6,13,22,14,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,611,0,0,611,81,4320,0,1753,0,988,6,1697,0,27,2,28424,18,5526,1085,142792,1,341,25,41115,0,9,1,1,47,0,0,24,1,0,2,41030,0,33
7/22/20,5,133,3,49,0,6,4,13,49,9,0,4648,6,9,6,1,2,8,2,2,6,6,13,22,14,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,611,0,0,611,139,4459,1,1754,2,990,5,1702,0,27,2,28426,19,5545,1223,144015,1,342,17,41132,0,9,1,1,47,0,0,24,1,0,2,41047,1,34
7/23/20,6,139,3,49,0,6,4,13,55,9,1,4649,6,9,6,1,2,8,2,2,6,6,13,22,15,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,612,0,0,612,117,4576,9,1763,2,992,3,1705,0,27,3,28429,18,5563,1068,145083,0,342,9,41141,0,9,1,1,47,0,0,24,1,0,2,41056,0,34
7/24/20,6,145,3,49,0,6,4,13,61,9,1,4650,6,9,6,1,2,8,2,2,6,6,13,22,16,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,613,0,0,613,89,4665,0,1763,2,994,7,1712,0,27,3,28432,17,5580,1104,146187,1,343,32,41173,0,9,1,1,47,0,0,24,1,0,2,41088,0,34
7/25/20,10,155,3,49,0,6,4,13,71,9,2,4652,6,9,6,1,2,8,2,2,6,6,13,22,18,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,613,0,0,613,49,4714,1,1764,2,996,4,1716,0,27,0,28432,16,5596,932,147119,0,343,15,41188,0,9,1,1,47,0,0,24,1,0,2,41103,0,34
7/26/20,6,161,3,49,0,6,4,13,77,9,0,4652,6,9,6,1,2,8,2,2,6,6,13,22,18,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,613,0,0,613,67,4781,0,1764,2,998,1,1717,0,27,0,28432,17,5613,531,147650,1,344,8,41196,0,9,1,1,47,0,0,24,1,0,2,41111,0,34
7/27/20,6,167,3,49,0,6,4,13,83,9,4,4656,6,9,6,1,2,8,2,2,6,6,13,22,22,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,613,0,0,613,57,4838,0,1764,0,998,2,1719,0,27,2,28434,17,5630,1127,148777,1,345,3,41199,0,9,1,1,47,0,0,24,1,0,2,41114,1,35
7/28/20,9,176,3,49,0,6,4,13,92,9,1,4657,6,9,6,1,2,8,2,2,6,6,13,22,23,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,613,0,0,613,63,4901,0,1764,3,1001,3,1722,0,27,2,28436,15,5645,1331,150108,2,347,21,41220,0,9,1,1,47,0,0,24,1,0,2,41135,0,35
7/29/20,13,189,3,49,0,6,4,13,105,9,1,4658,6,9,6,1,2,8,2,2,6,6,13,22,24,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,614,0,0,614,74,4975,0,1764,0,1001,3,1725,0,27,5,28441,14,5659,1408,151516,0,347,34,41254,0,9,1,1,47,0,0,24,1,0,2,41169,0,35
7/30/20,7,196,3,49,0,6,4,13,112,9,1,4659,6,9,6,1,2,8,2,2,6,6,13,22,25,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,615,0,0,615,83,5058,-1,1763,6,1007,2,1727,0,27,2,28443,15,5674,1236,152752,2,349,0,41254,0,9,1,1,47,0,0,24,1,0,2,41169,0,35
